gene_name,SH_INSM1,SH_INSM2,SH_LacZ1,SH_LacZ2
CX3CL1,1.5703022036678438,1.5558117938637228,1.7970308842077187,2.238928955774589
SPATA20,4.137310768276869,4.07413163376391,3.5028255306972587,2.9306056328413344
CACNA1G,2.757372160351506,2.6576387633787824,2.342021936635604,1.8915701127966347
TNFRSF12A,4.064211985236639,4.074858587786112,4.270156784748905,2.949401173406777
DLX6,2.225609875757437,2.47834902884708,2.222806550425835,2.3943126811556286
MAP3K9,2.911536365772306,2.8847051775571018,2.5468200877827756,2.2992860571546303
RALA,4.454583582289252,4.540968909310547,4.54763149279229,4.923239632369612
BAIAP2L1,2.5697845720250703,2.792705454611561,3.3490919330051865,3.7404142293426412
KDM7A,3.5070307255191087,3.7584012490295593,3.1074038723655146,3.8521586845097198
ETV1,2.457197951714469,2.749804049311922,2.6070607111701007,2.9691897158698835
AGK,3.465560074842897,3.590981744539976,3.566828395265489,3.437602339422584
ALDH3B1,1.4202744430453245,1.4089011413370145,1.0254683132586464,0.21984933132471954
PHTF2,2.5606926953315416,2.6646271879750407,2.9725783278583484,4.059355177691444
FARP2,3.411076587873815,3.6361156053068497,3.557689945708095,3.6506352799911688
USH1C,0.263545105461797,0.0,1.7712563766633498,0.0
GGCT,4.775145692984569,4.879438682319892,5.243292888364634,5.205596850667681
DBF4,2.03036867505383,2.2418438331256576,3.4708784385174485,3.8283466356600857
TBXA2R,0.8217096861869324,1.2063779097397804,0.8096471712438186,0.9309408922951495
IFRD1,4.25039302583229,4.354221209492975,4.174827649837232,4.861708388792455
COX10,2.6770597184952445,2.577895576962738,2.8833521781932503,3.340103799901193
GTF2IRD1,3.545184097246829,3.437151097319299,3.199207464557806,3.4937279139444963
PAF1,3.7404036155996274,3.7691243798015703,3.9201111083612297,3.639336495415791
VPS41,4.628875501605064,4.61739086833485,4.201746522712748,4.775347802726493
ARHGAP44,0.20296451718586592,0.7226472432122761,1.0563827067391216,0.7634113103222404
ELAC2,3.2139491085072747,3.4537761694489078,3.772730523839026,3.81716659465508
ARSD,2.690685842810706,2.8010021479141614,1.7643156421822144,2.0801615324242833
PNPLA4,2.580760242522831,2.732835687428463,2.75575679429361,3.008016611166296
ADIPOR2,3.6413613667616063,3.736583338018349,3.962628207134217,4.008347252710384
CDKL3,2.0741681618209085,2.453668616760629,2.3126596735536418,3.4767504876781783
MARK4,4.142210505780415,3.8001956693321852,3.526651482283874,3.3439418219272263
CCDC124,4.707803973499314,4.615748844154778,5.1611436343653425,3.555726075747306
PAFAH1B1,4.926617091269958,4.8405351506605205,4.485605703246683,5.03443140088032
NOS2,0.5720676549460328,0.6751181295471179,0.9235407865976611,0.9209028795506601
DNAH9,1.1228013598686457,1.0225124366022014,2.5370624138083357,1.2694267813059106
BLTP2,4.5068209338781005,4.434965063834831,4.198451227137521,4.370905043412963
GAS7,1.459525305940405,1.4431370167801385,1.388022117688539,0.7188227245490797
TRAPPC6A,3.8169911428899774,3.5945185536014197,3.5229643818933813,2.638585575499639
MATK,0.7351922667984835,0.8578095612240831,1.1794924916983325,1.5447756503075956
ST7L,2.786918989232517,3.096970213060362,3.0490251898643805,3.284040075196423
PAX6,0.551065048625489,0.15049715668933494,2.016145714744545,2.509678690118214
RPUSD1,3.1016196803802836,2.9994120448833703,3.6813519433603656,3.0104199791677986
RHBDF1,1.9247696843965318,2.1796230192423227,2.166361393647845,2.729490897794558
LUC7L,4.284951808797117,4.20001815886496,4.205326194759101,4.030497979417755
CACNA2D2,3.854586903624699,3.689104478793984,2.9866640815019565,2.7588371639922666
BAIAP3,2.959670234532957,3.3239325343816133,2.859695115548551,2.441858916258452
TSR3,3.552065193054413,3.59931113821314,3.801217425611754,3.226919428180124
PIGQ,3.9382468158682356,3.8395088486295275,3.555253942774672,2.975365573198512
CRAMP1,2.7134052372678705,2.9637700298595737,3.294929936349411,3.342175668251371
TEAD3,2.8360777084331836,2.729154007641186,2.393235523921092,2.1844523587002205
DNAJC11,4.2134537403848995,4.183255355012217,4.1846036582693475,3.8137447291802955
MYLIP,1.8124198984415893,1.9104961241191203,2.3259698262927957,2.5871798796796677
E2F2,1.6290599351869672,1.3017737885905993,2.5942686239218298,1.7912813549496367
PSMB1,5.598960876719093,5.6344254583051265,5.730701293588228,5.47992661554435
SYN1,3.4007658552346847,3.3708240124176383,3.311319901319458,2.9859099420085617
JARID2,2.933286707324146,2.8224421899492054,2.890002078462031,3.31728026704669
CDKL5,1.6144783878674978,1.8854568339936097,1.609101255771605,2.0539759022561968
CDK11A,4.2973366974203815,4.312372571433545,4.309816602599586,4.182448353421104
NADK,4.010864868762775,3.7945819237988196,3.9338546708726745,4.023823326953442
TFAP2B,4.24606911566909,4.27997356006448,3.729669776132623,3.879841945271557
CYTH3,2.9881552905813282,3.0230837385054516,3.051512143193916,3.4524378113190575
ADAM22,3.3011407385351097,3.4898197020520816,2.8807484352366552,3.4689852118228095
SYPL1,3.234890148339114,3.4866254698001176,3.7625078880933187,4.341782507010575
CYB561,6.0844865952253695,6.024997657334114,5.4914610564083866,5.000366085807082
SPAG9,4.6782392372217485,4.76848603985727,4.377835853102824,5.067309585582701
CELSR3,4.411889832330013,4.270216196246585,3.8193696990078534,3.5761074018580077
PLEKHG6,0.7687234670694912,0.6884371055515157,0.581104388138197,2.0875571458965108
SS18L2,3.3413787620220137,3.38669709209463,3.329798009731529,3.8879616795343908
MPND,3.5973053564550233,3.3614573363459344,2.5878210260849013,2.5895696972714384
MGST1,0.4770549600758274,2.654076475461082,1.9623702214439367,2.588548764840855
CRY1,2.677675319958843,2.5175159724508496,2.8338295659172252,3.1219141180435845
NFIX,3.235594249918117,3.4626872604083734,2.9741914264286557,2.7442321994705408
ST3GAL1,1.8000119899800164,1.8488371020275254,1.7920460948136836,1.68249411738885
IL32,1.3580391663128308,1.8064523318579757,1.7640680772900375,1.724464263034426
PKD1,5.517496056175884,5.36926850936946,4.80846646884972,4.357146999908453
MAPK8IP2,4.0077917528015625,3.9431757987265947,3.9533334950152557,3.4503059713192865
MED24,4.35783259246414,4.389688904365833,4.331930373556052,4.458305417661877
RHOBTB2,3.646278717110488,3.711493322245518,2.923104428548367,3.0403645676541147
HEATR5B,3.3658605936307886,3.4935113804258497,3.006794411862707,3.6608390714896255
SEC62,4.001916815878824,4.204977131152462,3.95191155322253,4.259666891852471
RPS20,8.0207996615053,8.060130372169391,8.122592837730723,8.066013735407182
CSDE1,5.45939662822123,5.497114182849328,5.626595361167644,6.146690823987566
UBE3C,4.13967524133116,4.238971765937885,4.450592266573664,4.880033153686976
REV3L,2.9993186846864113,2.897706790648533,2.7586791181733523,3.5738168304042244
PAX7,1.1327521674971743,1.1316811048269049,1.406616706280518,0.9435953448536339
MASP2,3.226086247181905,3.021454404788618,2.860319684016167,3.005451340043855
FAM76A,1.7109719564782888,1.9632052935056614,1.6666808227041252,2.3008341610068994
TRAF3IP3,1.0734384019505891,1.1887290057610804,0.7403880499536901,0.9674210129757619
POMT2,3.3130299184805163,3.4732352435678004,3.549687527998637,4.079736126725109
VTA1,4.248189866855672,4.389000771249335,4.540415908243404,5.072323463087016
MLXIPL,0.7819768617653867,1.1110384300592866,1.224622131893782,0.486821414171895
BAZ1B,4.372231771235029,4.440598940164448,4.6770141851450235,4.917079933695337
RANBP9,3.20055310436956,3.1495161003846306,3.431293935729395,4.154562811284233
SPRTN,2.6807945166476315,2.5970667209838245,2.4918616575524415,3.1913185059219944
METTL13,3.977782524594147,4.012108022079153,4.2191838292045345,4.033073178175058
DYRK4,2.6661347617667825,2.6678608536408177,2.792708578625257,3.000715237940127
ZNF207,4.847624690805552,4.921946591181672,4.910587374907743,5.544274075627262
UQCRC1,4.522544356593108,4.760160567452944,4.584059239815891,4.331720353028958
STARD3NL,4.077870998439712,4.058402913721937,3.915158863481783,4.214127138205385
CD9,4.374611598618109,4.5137452727512395,3.414326878031463,3.3393395664418715
NCAPD2,3.97205202402584,3.969695396048286,3.9932620310740483,3.8537278657601264
IFFO1,2.6288376432034246,2.304137487406072,2.33138166306287,1.7436997132456062
GIPR,1.8550655124266178,1.6765436978269088,0.8407690224030555,0.6131576381397784
PHF7,1.9514656884290007,2.032450820042157,2.223367519803401,1.9294558014378136
NISCH,5.177758127678212,5.185353815371452,4.324709417048809,4.320901122589109
FUZ,3.827307224268318,3.4452056227034493,3.481549303062661,3.095650954250133
SLC6A13,0.16559409632175223,0.9371672921017967,0.8701998812776288,1.2631053017134892
IDS,5.304073930693316,5.353809176819899,4.899430727783691,5.2433417639354385
PRSS3,3.4956534392321554,3.443227574017375,4.131221665882163,3.74721647312586
ZNF200,2.7848327695229074,2.800219939727603,2.953005236425143,3.5681037041269743
CD4,2.00190950255538,1.0665043000100316,1.3652356753123924,0.6415422586742209
LRRC23,3.0767220403177684,2.964497352910476,2.819544347528465,2.5839482681989154
SCMH1,2.6104159828113085,2.66396998768026,3.1874298626599047,3.132195476718842
FYN,4.449976549136855,4.248212730718219,4.1246746041986375,4.341615636412259
HIVEP2,1.6001589961317289,1.7493789692021011,2.6509616201180086,3.198466279834705
ELOA,3.608103686150682,3.6524211280538053,4.020932601642272,4.114700941398162
LYPLA2,5.0946283733825375,4.9340396949780585,4.981605133765617,4.117454964427916
CLCN6,3.0349362557980806,3.097048110515902,2.7054095175644184,3.0477650794355005
MRC2,4.008391243473203,4.029019349501613,3.3067120715592573,2.649104119748188
NME1-NME2,2.869622359220039,2.74803619827404,3.933340328131079,3.6930554226075722
TSPAN9,3.1560855346839842,3.072205232634486,2.9918311741509354,2.070801700509838
BTBD7,2.6769175710431217,2.790034346043142,2.433432023171281,2.9887096727136893
APBA3,3.1948142941037974,2.8993265989142576,2.6424563321698926,1.6431927533482844
MKS1,3.037209093629187,2.9516382129092853,2.1974900976381395,3.0487575521905215
ABHD5,2.3970613797516434,2.571418388090118,2.906602873317688,2.776594376384518
ANOS1,0.3733509236568235,0.26802054520052165,1.3745167768555662,1.3433972984674956
AKAP8L,4.288608908049904,4.2859650138584655,4.232020562415846,4.015821259390414
MBTD1,3.658773869664242,3.829327074401735,3.623116557067331,4.073132331902223
UTP18,3.8242308145918,3.8958359998868346,4.254887170082167,4.33440134177839
RNF216,3.6393867219514,3.644802532645034,3.7605300307716827,3.9259707616623194
TTC19,3.9559269658088416,3.9680808104870575,3.671323114523411,4.011692922298075
PTBP1,5.136608420689633,5.100738114867804,5.493472622169432,5.497936450624347
DPF1,2.614961924375358,2.380045546440121,2.6861112254380317,2.521857320394499
SYT7,3.172432560573563,3.0151572805409876,2.4350323481538636,2.3627215015361247
LARS2,2.4076292886279678,2.492019543078316,2.644918831684339,2.943449858568961
PIK3C2A,3.249635498008583,3.301676264961349,3.209925449492868,4.051257974194491
PLAUR,2.008471851502258,2.003134036942266,2.964273494499083,2.644125393825978
ANLN,1.3868666973042856,1.5943646798991187,2.2602358912195655,3.1714769164535075
WIZ,3.5942770287923094,3.600367205925853,3.231482150195746,2.7751586671007518
RABGAP1,3.750859932811455,3.7362134633661164,3.260507552266285,3.8891868745087805
DCN,1.5644918004199857,1.2787754065968586,0.9909840184122727,1.9799079056269648
QPCTL,1.9354585783167058,2.282103367162644,2.0174895392834635,1.9672418588096674
PPP5C,4.359761022970271,4.447645962154797,4.492097149600118,3.9112795691478643
CEP68,3.1409481422847296,2.9998769724107404,2.6720084297549445,3.066246001285903
MAP4K3,3.3920920200552382,3.634342219626974,3.3124123963951857,4.098950405688412
LDAF1,2.5607724926479456,2.5003093337368547,2.3015702782436973,2.070693640118727
GABRA3,1.943651314093139,1.8982052957229523,1.880874895042583,1.9904462434738437
BRCA1,1.0458863896450301,1.2090755630798107,2.3351205286246484,3.0561043458354176
ERCC1,3.8415512909917933,3.9295765760796506,3.8253426572787874,3.359481897821395
SEMA3B,3.103130371929513,2.9585247805124673,2.5583322046241723,2.423314450644562
MBTPS2,3.3962537486871223,3.5173456596077624,3.3049861426925897,3.9559200941959043
EXTL3,3.3002456146555317,3.2431464947947486,3.3765874598194765,3.542942949553621
ELOVL5,3.890612916457433,4.044333971134604,4.226637886673079,4.591557198288968
CALCOCO1,4.138657480371886,4.20604382550367,3.682497985788165,3.3244475382222234
UBR7,3.0705106566463574,3.349334907778824,3.424672244966662,3.770517550017082
MAP4K5,3.524298252535312,3.663571210186475,3.5218791157336855,4.286947088271629
EHD3,2.716051703529177,2.7205229585219746,2.8428655524321957,2.718821580941007
PSMC4,5.099244649194071,5.124038232598803,5.164718474502623,4.872704057289926
MAN2B2,2.5868457189675294,2.745243154611622,2.2195778704853875,2.1938149935281595
SLC7A14,2.989479716998707,3.0119391792788277,2.594908826251508,3.009700511894444
SLC25A39,5.032763972207432,5.02608269296855,5.0976068280699405,4.28632427297629
MVP,3.782153403115811,3.7755191537067456,2.600982525371793,2.0610181178451574
NUB1,4.368508905465105,4.557474066633321,4.480450065551783,4.5727557796874985
PGM3,3.498405698258431,3.3402761325228525,3.226623652783603,3.5534896213731497
RWDD2A,1.8533676072338436,1.8261101700211684,1.5564608855747741,2.309772402295564
CLK1,4.571843469063253,4.752471548417492,4.574901919035966,4.820116439069175
POLR3B,1.4570342390354034,1.5292154386035965,1.5217149368637,2.059697530165718
ANGEL1,2.1952722282980703,2.5473630830090825,2.193457044645013,2.175883013150549
RNF14,3.843524761592766,3.9073396958338837,3.1734730629680907,3.368994868561263
DNASE1L1,3.156873817391515,3.057340223509509,2.501295204129813,2.1084021067607814
DDX11,2.812641480974037,2.4047697710138385,3.699735587475406,3.3639791289127756
HEBP1,2.537865730982004,2.825550352306115,2.652264797193764,2.603341176881447
GPRC5A,0.4500725687023594,0.3732566051749094,1.3700536925100693,1.3593988990371668
TACC3,2.7086865319341293,2.6137457487178075,3.7295598946158943,3.711417185639301
UFL1,2.1819398024916374,2.423159783907862,1.8346502024320859,2.8339662958110017
POLA2,1.2959300055385403,0.9549682205846751,2.379271281546848,2.5180018292107254
ZC3H3,2.568959996394111,2.46035623958639,2.486053824864318,2.017398570731655
CAPN1,4.416453145617665,4.294349918213208,3.6959817480088124,3.6711457371460625
MDH1,5.263643102614016,5.307152749344883,5.367865485856382,5.721086479726132
SLC30A9,4.2058281833493165,4.288895040028624,4.064382155709976,4.553989569462678
MTMR11,1.5779821260553397,1.3419907921133027,1.8738663527163975,2.2985543805760154
COX15,3.8867392276340533,4.02663495628331,3.502968101706858,3.8313752864388344
CCDC88C,2.1190648180244507,2.1171037092008262,2.2782644287223213,2.926437070655218
YAF2,2.8987950157759244,2.8371354659997965,3.108328726558628,3.6195207478604634
ZMYND11,3.826758821207904,4.00852768970967,3.8943733017279034,4.518504505602141
WAS,1.2061103182145492,1.1953272388960339,1.4218704599585419,0.14169572358836627
BID,3.0227195197505243,3.092446648832414,3.996302901986039,3.442913280530844
MATR3,5.474888345417697,5.558385038171551,5.573287606169964,6.002434855132287
NPC1L1,0.7769550986163504,0.8370388447529332,1.1569377989637373,0.7493658752243259
XYLT2,3.237178936295342,3.098731498558052,2.7206234257936273,2.3583766898317355
RGPD5,2.1098756888505372,2.3654551918388664,2.0619250192534775,2.8774192349708665
STMN4,4.879644283395998,4.784942237219602,4.259103051200029,3.882316627897904
NUDCD3,4.5638738185541285,4.480960524992322,4.32141831350584,4.345311559785574
ISL1,4.601207856317754,4.551731317818207,3.944326193734733,4.165646068980921
CHDH,0.23467204215814383,0.6610608768759881,1.273117544280288,1.3352739242401863
IL20RA,2.138727620989002,2.3017221207405796,2.131943617696415,2.1695142800007243
GLT8D1,4.325318284246082,4.321343990080408,4.1732998634989285,4.38074878106662
ATP2C1,4.258463832990407,4.213164497149618,3.9832914671279522,4.601787521223163
RALBP1,3.4032132484367215,3.437668613324804,3.633095618637542,3.8378845035776283
RUFY3,4.891849851197564,4.906766502301977,4.3407372001914215,4.971573159835344
CNTN1,4.831168370955848,4.801746928102171,3.414872647511054,4.152196999986535
WWTR1,1.1340264069490602,1.3717587288213002,0.5914139671686592,1.5325261980813862
AGPS,3.507136689787301,3.5747044547842277,3.318181611593005,4.112237851552228
STEEP1,3.187232452619539,3.2878384078964613,3.5291322386888777,3.695412541946243
TTC27,2.387534512275922,2.4219256706075156,2.8014461863682265,3.3773298036371497
ZNF582,2.0913104516745262,1.6315940425783113,1.8993579288202251,2.4048399209926257
PHLDB1,4.039011786772148,3.9200230793302815,3.131897800049654,2.395494484119209
PRDM11,1.921830841212274,1.7307827750247435,1.7653472164035944,1.712572492534525
SYT13,1.434464333009843,1.134315605079298,1.3844090851033304,1.6852850000209592
SNAI2,0.27512556847777175,0.4025314758806268,1.3941566223831945,1.7553129577497049
CD74,1.7613083373121134,1.8898098306970386,0.9826157812194445,1.8622267865186903
HGF,2.764088510081086,2.5769723294652884,0.5008219534903009,0.6974484169657618
ZRANB1,3.0990197319126156,3.101547445839827,3.054144237482733,3.4988296814395965
NCDN,3.85596477675073,3.8129684542065276,3.889435743031908,3.604786151763807
ADGRA2,1.396444671975725,1.3285614293349317,1.7952830873212549,1.1806677386469568
ZFP64,2.8850995508717427,2.84465068756972,2.686628315514652,2.678645488988172
MNAT1,2.8256621406410063,2.539112914022934,3.3257158614949045,4.239210183282206
SAMD4A,1.4700937727672336,1.619299922555424,2.4644494883310646,2.2198803201671384
RUNX3,0.879817600658236,0.9254046734473441,1.8911365196073628,2.207853115998255
MRE11,2.076128434396035,1.7345938788917672,2.6761426600652656,3.176305469522156
PLEKHB1,3.321950437840119,3.3136332337410024,1.9089323928780275,0.8719245474595883
SERPINB1,1.9838726534133626,1.9846388455838684,1.349948531525891,1.5273367876729762
SLC7A9,0.12765415545164643,0.8068414240424161,0.7542620351338398,1.19492741788703
SPAST,3.1582787526722718,3.205864422512459,3.039441599717544,3.781776315114687
OSBPL5,1.9020405092259467,1.9443795497141159,2.225351286660873,1.6509598219566943
AQR,3.1266848313404867,3.1698393503668694,2.8945250100805358,3.4564892527426436
CPS1,0.9169980816433103,1.0125648106149678,1.3281137191003476,0.7122843904366201
FHL1,4.491563026710811,4.439541543989544,4.714853180260603,5.189894070919991
RTF2,4.403654984030691,4.533951771960375,4.795264374134962,4.615763666411872
SLC45A4,1.9995546343687927,1.9087746546072977,2.113054855985784,2.295880064446146
RNF10,4.706553477966895,4.701204394529432,4.7875052593573635,5.291395651654042
ZNF839,2.5930200477857874,2.800512876064493,2.3294152243406634,2.157180289582904
ZDHHC6,3.3337955295466664,3.4049363828770094,3.7693934122699813,4.152314604935541
GRAMD1B,2.8465593010268955,3.029844334737658,1.7841687323421707,2.1658166954890796
RNH1,4.2162611614397205,4.191686237747023,4.523348924291268,4.036235019732081
NDUFS1,3.8827416812859927,3.916313169499697,3.6533638246532005,3.9183117497587365
RB1CC1,3.5592399069959377,3.5063601377668503,3.598032494308545,4.4005041687354005
ERP44,3.3278798508734844,3.395961330775219,3.2139958571708913,3.8269681277902925
ALAS1,3.710692730268901,3.776552545455659,3.7707955827611044,3.6658342924807066
BIRC3,1.1971101098138952,0.6701876153750219,0.8399620187765078,0.8914003197227401
AKAP11,3.406914971714108,3.4937909961540368,3.060298622429367,3.978570812847365
GLRX2,2.0499062629116125,2.501398410050924,3.1803826581887873,2.7115547861969564
SNAPC1,2.988170454933051,2.9946617006953153,2.995298629544017,3.297274683700734
DERA,3.5094630333229455,3.5955310038593336,3.848328735809948,4.031690362413247
STRAP,5.094162379653071,5.134490028515835,5.603955045426176,5.837044751488984
ABCC2,0.4469448062939383,0.38259149014351523,1.0499926099652046,0.9379257968774467
PLEKHO1,3.836325148538761,3.7454003258782294,3.9244791446146583,3.8604550417434904
GCLM,2.290157691733575,2.7522140613635857,2.0229734336416505,2.6130488069520212
UBR2,2.68896645934589,2.805824433542953,2.550636570302398,3.025161504294715
EHD2,1.871606465443661,1.6689473715111665,1.3507280624525926,0.925604424472624
